product_id,product_name,super_category,category,brand,base_price,discount_percent,monthly_sales_volume,avg_rating,return_rate_percent,profit_margin_percent,is_perishable,shelf_life_days,launch_date
P00837,Lays Digestive Biscuits,Snacks,Snacks & Biscuits,Lays,160,15,1367,4.4,12.97,28.53,No,589,2022-10-24
P00838,Colgate Toothbrush,Personal Care,Oral Care,Colgate,77,0,244,3.5,31.5,28.49,No,422,2020-04-16
P00839,Dabur Red Dental Floss,Personal Care,Oral Care,Dabur Red,238,0,367,4.0,20.85,38.76,No,619,2021-05-22
P00840,Tide Fabric Softener,Household,Cleaning & Laundry,Tide,367,0,316,4.9,2.74,27.69,No,383,2022-08-28
P00841,Lux Shampoo,Personal Care,Bath & Body,Lux,116,5,240,3.4,32.12,25.15,No,329,2022-05-23
P00842,LocalFarm Orange,Fresh,Fruits & Vegetables,LocalFarm,117,15,2273,3.7,27.9,36.53,Yes,10,2022-05-22
P00843,Coca-Cola Energy Drink,Beverages,Cold Drinks & Juices,Coca-Cola,97,0,630,3.8,26.83,29.33,No,432,2021-10-17
P00844,LocalFarm Banana,Fresh,Fruits & Vegetables,LocalFarm,33,10,1642,3.7,26.84,30.91,Yes,11,2021-01-13
P00845,Amul Gulab Jamun,Snacks,Chocolates & Sweets,Amul,361,0,227,4.3,16.05,28.44,No,313,2021-11-09
P00846,Nestle Gulab Jamun,Snacks,Chocolates & Sweets,Nestle,332,5,646,3.9,24.66,38.04,No,303,2020-03-25
P00847,Dettol Dishwash Liquid,Household,Cleaning & Laundry,Dettol,181,0,623,4.3,14.9,32.89,No,386,2022-12-28
P00848,Lux Bath Soap,Personal Care,Bath & Body,Lux,138,15,651,4.4,14.67,28.61,No,535,2022-01-19
P00849,Pepsi Energy Drink,Beverages,Cold Drinks & Juices,Pepsi,143,15,950,4.8,5.51,39.67,No,460,2023-11-27
P00850,Sundrop Sunflower Oil,Staples,Edible Oils & Ghee,Sundrop,142,5,949,4.6,9.49,32.01,No,705,2020-06-02
P00851,Sundrop Desi Ghee,Staples,Edible Oils & Ghee,Sundrop,473,20,832,3.9,23.82,36.9,No,183,2020-11-23
P00852,Dettol Detergent Powder,Household,Cleaning & Laundry,Dettol,595,20,290,3.7,26.66,29.38,No,301,2020-12-16
P00853,India Gate Masoor Dal,Staples,"Atta, Rice & Dal",India Gate,199,0,507,4.8,4.83,38.01,No,232,2023-08-08
P00854,Fortune Masoor Dal,Staples,"Atta, Rice & Dal",Fortune,50,10,1093,3.8,26.84,26.74,No,450,2024-01-18
P00855,Saffola Coconut Oil,Staples,Edible Oils & Ghee,Saffola,412,0,645,4.6,10.47,36.71,No,466,2020-12-27
P00856,Parle Popcorn,Snacks,Snacks & Biscuits,Parle,196,15,1184,3.6,29.88,30.93,No,391,2022-06-24
P00857,Dhara Mustard Oil,Staples,Edible Oils & Ghee,Dhara,484,5,497,3.6,30.18,34.47,No,670,2020-07-10
P00858,Thums Up Iced Tea,Beverages,Cold Drinks & Juices,Thums Up,65,5,1260,4.0,22.19,30.29,No,201,2021-09-27
P00859,India Gate Moong Dal,Staples,"Atta, Rice & Dal",India Gate,85,5,433,3.9,23.37,30.32,No,592,2020-07-24
P00860,Patanjali Bath Soap,Personal Care,Bath & Body,Patanjali,91,15,534,3.2,38.48,28.55,No,224,2020-09-27
P00861,Tata Sampann Brown Rice,Staples,"Atta, Rice & Dal",Tata Sampann,371,20,266,4.5,10.03,28.12,No,526,2023-12-19
P00862,FreshBasket Mango,Fresh,Fruits & Vegetables,FreshBasket,133,5,1381,3.8,24.46,39.17,Yes,9,2023-07-09
P00863,Surf Excel Detergent Powder,Household,Cleaning & Laundry,Surf Excel,185,20,460,3.4,34.66,33.77,No,181,2021-04-04
P00864,FreshBasket Cauliflower,Fresh,Fruits & Vegetables,FreshBasket,57,10,1807,3.6,30.64,34.23,Yes,6,2022-10-04
P00865,Fortune Sona Masoori Rice,Staples,"Atta, Rice & Dal",Fortune,194,10,416,4.2,16.36,26.15,No,266,2020-03-29
P00866,Harpic Fabric Softener,Household,Cleaning & Laundry,Harpic,422,20,279,4.4,12.45,29.99,No,488,2023-07-03
P00867,Amul Dark Chocolate,Snacks,Chocolates & Sweets,Amul,561,10,780,3.7,28.72,28.02,No,182,2020-10-31
P00868,Lux Hand Wash,Personal Care,Bath & Body,Lux,239,15,487,4.6,8.34,33.59,No,465,2020-10-23
P00869,Nandini Butter,Fresh,Dairy & Eggs,Nandini,226,15,1016,3.7,27.27,29.6,Yes,11,2023-05-17
P00870,Oral-B Toothbrush,Personal Care,Oral Care,Oral-B,112,15,531,4.1,19.62,32.61,No,415,2022-02-26
P00871,Heritage Brown Eggs,Fresh,Dairy & Eggs,Heritage,209,0,786,3.8,24.61,27.24,Yes,10,2023-02-17
P00872,Coca-Cola Diet Soft Drink,Beverages,Cold Drinks & Juices,Coca-Cola,109,10,448,3.7,26.43,27.2,No,611,2021-05-11
P00873,Tata Sampann Atta,Staples,"Atta, Rice & Dal",Tata Sampann,110,5,1017,4.4,14.09,33.63,No,235,2023-12-07
P00874,NaturePick Spinach,Fresh,Fruits & Vegetables,NaturePick,60,0,1176,3.8,24.24,38.85,Yes,14,2022-05-02
P00875,Tata Sampann Chana Dal,Staples,"Atta, Rice & Dal",Tata Sampann,433,20,692,4.0,22.17,33.34,No,193,2021-08-10
P00876,Reliance Fresh Banana,Fresh,Fruits & Vegetables,Reliance Fresh,28,20,1620,4.1,18.03,27.5,Yes,12,2023-02-08
P00877,Dabur Red Electric Toothbrush,Personal Care,Oral Care,Dabur Red,128,5,482,4.8,4.82,38.62,No,566,2020-09-13
P00878,Patanjali Body Lotion,Personal Care,Bath & Body,Patanjali,68,5,521,3.5,32.24,31.62,No,259,2023-11-19
P00879,Bru Masala Tea,Beverages,Tea & Coffee,Bru,489,5,153,4.6,9.94,37.08,No,291,2020-08-01
P00880,Country Delight White Eggs,Fresh,Dairy & Eggs,Country Delight,37,5,1249,3.5,30.32,36.81,Yes,5,2021-09-25
P00881,Aashirvaad Rajma,Staples,"Atta, Rice & Dal",Aashirvaad,173,10,441,4.9,3.69,31.54,No,675,2020-04-03
P00882,Milky Mist Curd,Fresh,Dairy & Eggs,Milky Mist,32,10,2294,3.7,27.19,37.06,Yes,11,2024-01-26
P00883,Balaji Banana Chips,Snacks,Snacks & Biscuits,Balaji,124,20,528,4.1,20.33,39.65,No,571,2022-09-03
P00884,Rin Dishwash Bar,Household,Cleaning & Laundry,Rin,235,15,217,4.7,6.28,29.22,No,400,2023-10-27
P00885,Patanjali Shampoo,Personal Care,Bath & Body,Patanjali,214,15,227,3.8,25.08,27.16,No,621,2020-03-22
P00886,Pepsodent Toothbrush,Personal Care,Oral Care,Pepsodent,206,20,175,4.8,5.7,25.08,No,279,2020-01-31
P00887,Emami Healthy & Tasty Coconut Oil,Staples,Edible Oils & Ghee,Emami Healthy & Tasty,169,15,343,4.0,20.51,35.57,No,249,2021-07-27
P00888,Scotch-Brite Garbage Bags,Household,Kitchen Essentials,Scotch-Brite,76,5,533,3.6,29.42,36.16,No,632,2023-08-24
P00889,24 Mantra Urad Dal,Staples,"Atta, Rice & Dal",24 Mantra,70,10,904,3.9,24.57,26.24,No,312,2022-06-21
P00890,Cadbury Gulab Jamun,Snacks,Chocolates & Sweets,Cadbury,473,20,524,3.6,30.63,29.76,No,238,2021-05-16
P00891,Lifebuoy Shampoo,Personal Care,Bath & Body,Lifebuoy,93,10,505,3.5,31.2,38.9,No,577,2022-08-04
P00892,Santoor Hand Wash,Personal Care,Bath & Body,Santoor,279,20,456,3.4,32.54,38.38,No,586,2022-06-06
P00893,Fortune Mustard Oil,Staples,Edible Oils & Ghee,Fortune,404,10,684,4.0,22.11,32.86,No,465,2022-07-19
P00894,FarmFresh Spinach,Fresh,Fruits & Vegetables,FarmFresh,74,10,804,4.9,4.32,39.07,Yes,10,2022-05-30
P00895,Sprite Soft Drink,Beverages,Cold Drinks & Juices,Sprite,25,15,890,3.6,28.53,37.88,No,460,2022-04-09
P00896,Aavin Ghee,Fresh,Dairy & Eggs,Aavin,164,5,1588,4.7,6.55,39.2,Yes,11,2021-12-01
P00897,Balaji Bhujia,Snacks,Snacks & Biscuits,Balaji,127,15,1147,4.1,20.35,25.52,No,627,2021-12-27
P00898,Dabur Red Toothpaste,Personal Care,Oral Care,Dabur Red,250,20,245,3.3,36.0,30.75,No,511,2023-09-22
P00899,Pepsodent Toothpaste,Personal Care,Oral Care,Pepsodent,167,5,503,4.7,6.34,25.45,No,596,2021-06-22
P00900,Rin Bleach,Household,Cleaning & Laundry,Rin,540,20,184,3.3,36.24,37.19,No,350,2023-05-15
P00901,Sprite Apple Juice,Beverages,Cold Drinks & Juices,Sprite,68,20,312,3.8,25.09,35.47,No,494,2022-10-25
P00902,Dodla Flavoured Milk,Fresh,Dairy & Eggs,Dodla,135,15,1246,3.8,25.63,32.16,Yes,10,2020-08-20
P00903,Saffola Rice Bran Oil,Staples,Edible Oils & Ghee,Saffola,261,20,823,3.5,31.31,35.72,No,627,2023-07-22
P00904,Parle Banana Chips,Snacks,Snacks & Biscuits,Parle,42,0,1522,4.8,4.31,28.76,No,282,2023-07-21
P00905,Paper Boat Orange Juice,Beverages,Cold Drinks & Juices,Paper Boat,74,5,1027,4.1,18.34,27.15,No,307,2021-12-19
P00906,Bru Coffee Beans,Beverages,Tea & Coffee,Bru,107,10,384,4.1,18.8,30.12,No,494,2022-04-29
P00907,Santoor Bath Soap,Personal Care,Bath & Body,Santoor,56,0,162,3.5,31.12,27.75,No,505,2021-11-17
P00908,Sundrop Groundnut Oil,Staples,Edible Oils & Ghee,Sundrop,480,5,623,4.3,16.49,27.98,No,619,2020-09-20
P00909,Closeup Toothbrush,Personal Care,Oral Care,Closeup,131,20,286,3.9,22.3,27.98,No,696,2020-08-30
P00910,Dabur Red Mouthwash,Personal Care,Oral Care,Dabur Red,90,10,330,3.4,32.08,39.82,No,336,2020-02-26
P00911,Surf Excel Toilet Cleaner,Household,Cleaning & Laundry,Surf Excel,213,15,767,4.3,15.07,36.4,No,407,2021-08-31
P00912,Patanjali Chickpeas,Staples,"Atta, Rice & Dal",Patanjali,444,10,282,3.7,28.8,30.59,No,285,2020-08-15
P00913,Thums Up Diet Soft Drink,Beverages,Cold Drinks & Juices,Thums Up,92,10,545,3.4,33.48,34.58,No,392,2022-03-11
P00914,Aavin Milk,Fresh,Dairy & Eggs,Aavin,48,15,2048,3.3,36.06,34.38,Yes,10,2023-07-21
P00915,Real Fruit Juice,Beverages,Cold Drinks & Juices,Real,22,5,1615,4.2,17.82,39.55,No,531,2021-12-11
P00916,Real Fruit Juice,Beverages,Cold Drinks & Juices,Real,51,5,1384,3.3,34.07,32.33,No,336,2021-03-18
P00917,Britannia Bhujia,Snacks,Snacks & Biscuits,Britannia,103,5,701,3.3,36.07,38.1,No,460,2022-09-13
P00918,Daawat Toor Dal,Staples,"Atta, Rice & Dal",Daawat,289,15,1027,4.1,19.2,37.1,No,357,2021-02-09
P00919,Colgate Dental Floss,Personal Care,Oral Care,Colgate,199,20,370,3.5,30.62,29.17,No,623,2022-07-02
P00920,Nescafe Coffee Beans,Beverages,Tea & Coffee,Nescafe,210,20,553,3.9,23.7,34.39,No,245,2022-07-09
P00921,Daawat Masoor Dal,Staples,"Atta, Rice & Dal",Daawat,350,15,726,4.2,18.63,25.75,No,540,2022-03-26
P00922,Organic India Tomato,Fresh,Fruits & Vegetables,Organic India,129,5,1545,3.6,28.65,34.43,Yes,7,2021-10-05
P00923,Reliance Fresh Capsicum,Fresh,Fruits & Vegetables,Reliance Fresh,22,10,1702,4.0,22.39,26.5,Yes,13,2020-05-15
P00924,Wagh Bakri Instant Coffee,Beverages,Tea & Coffee,Wagh Bakri,639,5,168,4.2,18.15,25.81,No,256,2023-03-21
P00925,Sensodyne Dental Floss,Personal Care,Oral Care,Sensodyne,131,5,288,3.3,35.48,39.3,No,461,2022-05-12
P00926,FarmFresh Cabbage,Fresh,Fruits & Vegetables,FarmFresh,103,20,1992,3.6,28.06,39.73,Yes,14,2020-01-10
P00927,Bru Green Tea,Beverages,Tea & Coffee,Bru,137,20,737,3.3,35.93,38.96,No,277,2022-04-30
P00928,Sensodyne Mouthwash,Personal Care,Oral Care,Sensodyne,242,10,369,3.3,36.32,32.59,No,228,2022-03-16
P00929,Mars Kaju Katli,Snacks,Chocolates & Sweets,Mars,174,10,1107,4.3,14.09,39.28,No,190,2020-10-11
P00930,Heritage Buttermilk,Fresh,Dairy & Eggs,Heritage,73,0,963,4.4,14.44,27.75,Yes,13,2020-01-11
P00931,Lifebuoy Face Wash,Personal Care,Bath & Body,Lifebuoy,62,0,182,4.8,4.23,35.06,No,568,2021-07-06
P00932,Patanjali Shampoo,Personal Care,Bath & Body,Patanjali,275,0,176,3.7,26.44,31.24,No,603,2023-07-28
P00933,B Natural Mixed Fruit Juice,Beverages,Cold Drinks & Juices,B Natural,145,10,635,4.5,11.45,38.62,No,483,2023-12-27
P00934,Heritage Brown Eggs,Fresh,Dairy & Eggs,Heritage,198,5,1508,3.3,36.92,39.1,Yes,5,2023-10-05
P00935,Freedom Desi Ghee,Staples,Edible Oils & Ghee,Freedom,272,15,327,3.8,26.44,28.58,No,706,2021-10-03
P00936,Haldirams Milk Chocolate,Snacks,Chocolates & Sweets,Haldirams,158,5,394,4.8,5.16,33.22,No,705,2021-02-19
P00937,Real Diet Soft Drink,Beverages,Cold Drinks & Juices,Real,128,5,1167,3.7,28.61,30.27,No,330,2022-08-02
P00938,LocalFarm Potato,Fresh,Fruits & Vegetables,LocalFarm,137,5,1248,3.2,37.99,33.21,Yes,9,2020-08-30
P00939,Harpic Floor Cleaner,Household,Cleaning & Laundry,Harpic,297,5,463,4.1,19.52,39.2,No,459,2022-01-27
P00940,Reliance Fresh Lady Finger,Fresh,Fruits & Vegetables,Reliance Fresh,128,5,1372,3.5,30.53,35.86,Yes,14,2022-10-07
P00941,Scotch-Brite Aluminium Foil,Household,Kitchen Essentials,Scotch-Brite,167,0,251,3.4,34.69,31.37,No,424,2020-05-14
P00942,Tide Dishwash Bar,Household,Cleaning & Laundry,Tide,494,15,414,3.4,34.2,26.81,No,454,2022-10-11
P00943,Kohinoor Sona Masoori Rice,Staples,"Atta, Rice & Dal",Kohinoor,376,10,671,4.4,12.28,32.45,No,668,2021-09-17
P00944,Pears Shampoo,Personal Care,Bath & Body,Pears,75,5,319,3.8,25.37,25.56,No,665,2022-05-26
P00945,Bingo Namkeen Mix,Snacks,Snacks & Biscuits,Bingo,39,5,1717,4.5,10.03,34.72,No,665,2023-04-09
P00946,Dodla Paneer,Fresh,Dairy & Eggs,Dodla,58,0,2156,3.2,38.04,35.64,Yes,8,2022-12-11
P00947,Ariel Fabric Softener,Household,Cleaning & Laundry,Ariel,182,10,467,4.0,22.2,25.15,No,443,2023-09-20
P00948,Continental Masala Tea,Beverages,Tea & Coffee,Continental,113,10,462,4.4,14.67,28.38,No,675,2020-08-18
P00949,Kurkure Namkeen Mix,Snacks,Snacks & Biscuits,Kurkure,76,5,997,4.0,20.73,28.88,No,621,2022-01-06
P00950,Patanjali Sona Masoori Rice,Staples,"Atta, Rice & Dal",Patanjali,377,0,600,4.7,8.04,26.51,No,640,2022-12-15
P00951,Saffola Olive Oil,Staples,Edible Oils & Ghee,Saffola,419,15,688,3.9,24.98,35.36,No,222,2023-04-01
P00952,Scotch-Brite Kitchen Towels,Household,Kitchen Essentials,Scotch-Brite,261,15,496,4.8,6.38,35.67,No,188,2022-10-18
P00953,Fiama Talcum Powder,Personal Care,Bath & Body,Fiama,116,20,437,4.3,15.99,35.45,No,475,2020-05-12
P00954,Britannia Cookies,Snacks,Snacks & Biscuits,Britannia,75,10,1481,3.4,33.47,39.92,No,540,2023-09-14
P00955,FarmFresh Carrot,Fresh,Fruits & Vegetables,FarmFresh,109,10,2187,4.3,16.31,37.68,Yes,6,2023-12-31
P00956,Kurkure Bhujia,Snacks,Snacks & Biscuits,Kurkure,169,0,658,3.6,29.42,34.68,No,575,2022-05-15
P00957,Real Orange Juice,Beverages,Cold Drinks & Juices,Real,99,5,1112,3.9,24.63,27.93,No,322,2023-10-31
P00958,Freedom Groundnut Oil,Staples,Edible Oils & Ghee,Freedom,284,10,492,3.3,35.7,30.57,No,367,2022-02-08
P00959,B Natural Fruit Juice,Beverages,Cold Drinks & Juices,B Natural,100,20,1448,4.4,13.41,33.58,No,610,2022-04-20
P00960,Paper Boat Soft Drink,Beverages,Cold Drinks & Juices,Paper Boat,42,5,1439,4.7,8.36,31.29,No,562,2020-09-17
P00961,Prestige Aluminium Foil,Household,Kitchen Essentials,Prestige,104,15,102,4.0,22.29,32.23,No,235,2020-06-22
P00962,Mother Dairy Flavoured Milk,Fresh,Dairy & Eggs,Mother Dairy,115,20,850,4.6,9.7,29.64,Yes,5,2020-09-05
P00963,Patanjali Conditioner,Personal Care,Bath & Body,Patanjali,113,20,647,3.4,34.69,30.41,No,338,2021-09-08
P00964,Closeup Toothpaste,Personal Care,Oral Care,Closeup,209,5,184,3.3,34.46,26.8,No,712,2020-07-17
P00965,24 Mantra Multigrain Atta,Staples,"Atta, Rice & Dal",24 Mantra,62,20,1331,3.9,24.78,35.5,No,675,2021-01-11
P00966,Sundrop Desi Ghee,Staples,Edible Oils & Ghee,Sundrop,529,20,282,3.9,23.91,37.23,No,426,2020-12-15
P00967,Dettol Bleach,Household,Cleaning & Laundry,Dettol,376,10,674,3.4,33.77,34.49,No,461,2022-03-12
P00968,Paper Boat Iced Tea,Beverages,Cold Drinks & Juices,Paper Boat,128,5,244,3.7,26.36,34.16,No,490,2020-03-10
P00969,Sensodyne Toothpaste,Personal Care,Oral Care,Sensodyne,85,15,598,3.7,28.95,34.64,No,695,2021-03-07
P00970,Nestle Dark Chocolate,Snacks,Chocolates & Sweets,Nestle,205,10,812,4.4,13.02,29.27,No,323,2021-07-24
P00971,Colgate Dental Floss,Personal Care,Oral Care,Colgate,215,15,393,4.8,5.82,37.29,No,699,2023-09-11
P00972,Pigeon Cling Wrap,Household,Kitchen Essentials,Pigeon,218,20,422,3.3,34.09,29.0,No,417,2020-07-16
P00973,Fiama Talcum Powder,Personal Care,Bath & Body,Fiama,283,10,260,4.9,4.43,29.01,No,422,2020-08-03
P00974,Freedom Desi Ghee,Staples,Edible Oils & Ghee,Freedom,145,0,791,3.6,28.11,28.75,No,632,2022-02-05
P00975,Lizol Fabric Softener,Household,Cleaning & Laundry,Lizol,190,15,524,3.4,33.91,31.65,No,380,2021-06-01
P00976,Girnar Filter Coffee,Beverages,Tea & Coffee,Girnar,330,5,265,3.9,23.59,28.15,No,268,2023-04-07
P00977,LocalFarm Onion,Fresh,Fruits & Vegetables,LocalFarm,55,0,1938,4.5,11.7,27.04,Yes,10,2021-01-14
P00978,Pepsodent Toothbrush,Personal Care,Oral Care,Pepsodent,196,15,508,3.8,25.86,31.62,No,321,2020-05-17
P00979,Bru Filter Coffee,Beverages,Tea & Coffee,Bru,172,20,240,3.4,33.55,38.49,No,690,2021-04-17
P00980,Heritage Milk,Fresh,Dairy & Eggs,Heritage,240,10,1594,3.6,30.11,38.98,Yes,7,2021-08-12
P00981,NaturePick Coriander,Fresh,Fruits & Vegetables,NaturePick,148,10,1591,4.3,15.64,26.62,Yes,14,2022-08-22
P00982,Balaji Potato Chips,Snacks,Snacks & Biscuits,Balaji,127,10,652,3.8,26.29,37.91,No,517,2023-09-20
P00983,LocalFarm Spinach,Fresh,Fruits & Vegetables,LocalFarm,29,10,1085,4.8,5.79,30.83,Yes,6,2023-02-03
P00984,Coca-Cola Orange Juice,Beverages,Cold Drinks & Juices,Coca-Cola,46,0,1155,4.1,19.95,33.52,No,490,2021-04-11
P00985,FarmFresh Apple,Fresh,Fruits & Vegetables,FarmFresh,117,0,1908,3.3,36.3,29.57,Yes,11,2023-12-07
P00986,B Natural Diet Soft Drink,Beverages,Cold Drinks & Juices,B Natural,50,20,1058,3.8,25.03,26.22,No,423,2021-04-20
P00987,FreshBasket Potato,Fresh,Fruits & Vegetables,FreshBasket,31,0,1672,4.6,8.23,38.1,Yes,7,2021-08-01
P00988,Heritage Fresh Cream,Fresh,Dairy & Eggs,Heritage,104,5,1682,3.9,23.97,30.15,Yes,6,2021-05-27
P00989,Lizol Bleach,Household,Cleaning & Laundry,Lizol,305,15,785,3.7,27.1,31.73,No,430,2022-12-14
P00990,Cadbury Dark Chocolate,Snacks,Chocolates & Sweets,Cadbury,404,15,754,4.8,5.46,38.82,No,320,2022-12-02
P00991,Sundrop Olive Oil,Staples,Edible Oils & Ghee,Sundrop,295,0,506,4.4,14.36,39.46,No,420,2023-12-01
P00992,Tata Tea Tea Powder,Beverages,Tea & Coffee,Tata Tea,610,0,277,3.7,27.15,27.59,No,266,2020-05-02
P00993,Cadbury Kaju Katli,Snacks,Chocolates & Sweets,Cadbury,441,15,517,3.3,34.62,37.23,No,621,2022-12-26
P00994,Country Delight Milk,Fresh,Dairy & Eggs,Country Delight,36,20,2454,4.7,8.77,26.39,Yes,14,2021-03-19
P00995,Aavin White Eggs,Fresh,Dairy & Eggs,Aavin,139,0,1829,3.4,33.16,29.18,Yes,9,2022-12-31
P00996,Girnar Instant Coffee,Beverages,Tea & Coffee,Girnar,266,15,596,4.5,12.77,38.02,No,195,2021-07-28
P00997,Pepsodent Toothpaste,Personal Care,Oral Care,Pepsodent,247,20,317,3.8,25.18,30.77,No,550,2021-07-04
P00998,Colgate Electric Toothbrush,Personal Care,Oral Care,Colgate,81,10,688,4.3,16.51,27.28,No,634,2022-08-05
P00999,Dodla Milk,Fresh,Dairy & Eggs,Dodla,39,10,1704,4.3,15.67,33.87,Yes,14,2020-06-11
P01000,Ferrero Dark Chocolate,Snacks,Chocolates & Sweets,Ferrero,234,10,896,4.5,10.78,32.58,No,412,2023-07-14
